,trial,filename,position,mask
0,1,face_024_03.png,down,mask_049.png
1,2,face_061_03.png,up,mask_023.png
2,3,face_001_03.png,down,mask_033.png
3,4,scramble_face_044_03.png,down,mask_023.png
4,5,face_119_03.png,down,mask_012.png
5,6,scramble_face_024_03.png,up,mask_042.png
6,7,face_006_03.png,down,mask_007.png
7,8,face_021_03.png,down,mask_041.png
8,9,face_126_03.png,up,mask_026.png
9,10,scramble_face_012_03.png,down,mask_023.png
10,11,scramble_face_013_03.png,down,mask_009.png
11,12,scramble_face_126_03.png,down,mask_033.png
12,13,face_034_03.png,down,mask_033.png
13,14,scramble_face_005_03.png,down,mask_006.png
14,15,scramble_face_006_03.png,up,mask_002.png
15,16,face_038_03.png,down,mask_002.png
16,17,face_008_03.png,up,mask_036.png
17,18,face_013_03.png,up,mask_043.png
18,19,scramble_face_008_03.png,up,mask_026.png
19,20,scramble_face_120_03.png,up,mask_032.png
20,21,face_044_03.png,up,mask_039.png
21,22,scramble_face_001_03.png,down,mask_011.png
22,23,scramble_face_025_03.png,up,mask_027.png
23,24,scramble_face_038_03.png,up,mask_010.png
24,25,scramble_face_061_03.png,up,mask_007.png
25,26,scramble_face_119_03.png,up,mask_044.png
26,27,face_120_03.png,down,mask_016.png
27,28,face_025_03.png,down,mask_041.png
28,29,face_005_03.png,up,mask_021.png
29,30,face_012_03.png,down,mask_020.png
30,31,scramble_face_034_03.png,up,mask_007.png
31,32,scramble_face_021_03.png,up,mask_013.png
